"family","target","endpoint","index","observed","mean_error","median_error","q025_error","q975_error","rmse"
"fixed_design","RQR","lower",1,TRUE,-0.408073619652981,-0.322082477034703,-1.92279409121826,0.800175804512343,0.826849102916422
"fixed_design","RQR","lower",2,TRUE,-0.403622982520702,-0.317861990648368,-1.90516245008931,0.792367761455817,0.818967722227135
"fixed_design","RQR","lower",3,TRUE,-0.399194700089118,-0.313252486116027,-1.88615632194298,0.784506377147503,0.811139512280869
"fixed_design","RQR","lower",4,TRUE,-0.39478929290484,-0.308536234766307,-1.8671267520713,0.778456666414763,0.803363387355451
"fixed_design","RQR","lower",5,TRUE,-0.390406117014609,-0.304716287002817,-1.84989645111971,0.770189815714679,0.795640458829284
"fixed_design","RQR","lower",6,TRUE,-0.386044381229091,-0.301315468184667,-1.83268520257012,0.761746611269941,0.787971976736287
"fixed_design","RQR","lower",7,TRUE,-0.381704030234431,-0.296879695279745,-1.81733667601788,0.754111388302891,0.780357938218868
"fixed_design","RQR","lower",8,TRUE,-0.377385008716783,-0.292362856286025,-1.79950680440302,0.746252764837608,0.772798342721058
"fixed_design","RQR","lower",9,TRUE,-0.373087261362284,-0.288383217883314,-1.78188666964115,0.738142130310858,0.765293192027402
"fixed_design","RQR","lower",10,TRUE,-0.368810732857081,-0.284587130451029,-1.76391923081711,0.732258751508222,0.757842490301895
"fixed_design","RQR","lower",11,TRUE,-0.364555367887317,-0.280689713725637,-1.74633491542424,0.725656427239471,0.750446244126849
"fixed_design","RQR","lower",12,TRUE,-0.360321111139136,-0.27631165959581,-1.72861278685577,0.71795488544077,0.743104462541665
"fixed_design","RQR","lower",13,TRUE,-0.356107907298685,-0.271996410140998,-1.7120510011332,0.711374238228379,0.735817157081423
"fixed_design","RQR","lower",14,TRUE,-0.351915701052105,-0.268050132591726,-1.6959289532203,0.70526936958332,0.72858434181522
"fixed_design","RQR","lower",15,TRUE,-0.347744437085544,-0.263831568336358,-1.68071272936138,0.698308491796886,0.72140603338418
"fixed_design","RQR","lower",16,TRUE,-0.343594060085143,-0.260160882708593,-1.66270589010211,0.691397784393875,0.714282251039041
"fixed_design","RQR","lower",17,TRUE,-0.339464514737048,-0.25668108707665,-1.64831705453239,0.684490295553531,0.707213016677243
"fixed_design","RQR","lower",18,TRUE,-0.335355745727403,-0.253085751226345,-1.63185355743216,0.676993483210379,0.700198354879392
"fixed_design","RQR","lower",19,TRUE,-0.331267697742352,-0.248290180292547,-1.61710283431795,0.669860215255199,0.693238292945009
"fixed_design","RQR","lower",20,TRUE,-0.32720031546804,-0.244656845731503,-1.60066892928655,0.662531146983,0.686332860927465
"fixed_design","RQR","lower",21,TRUE,-0.32315354359061,-0.241211394762546,-1.58503525846672,0.655380513469859,0.679482091667928
"fixed_design","RQR","lower",22,TRUE,-0.319127326796208,-0.236672380036185,-1.57037507703071,0.648931208617172,0.672686020828259
"fixed_design","RQR","lower",23,TRUE,-0.315121609770979,-0.233110605703675,-1.55332426597565,0.642424307743222,0.665944686922652
"fixed_design","RQR","lower",24,TRUE,-0.311136337201065,-0.229723897569497,-1.53931257905312,0.637176179820174,0.659258131347916
"fixed_design","RQR","lower",25,TRUE,-0.307171453772611,-0.226225542386172,-1.52381210771919,0.630996010290879,0.652626398412214
"fixed_design","RQR","lower",26,TRUE,-0.303226904171761,-0.222531493866183,-1.50852304272173,0.62493199064886,0.646049535362097
"fixed_design","RQR","lower",27,TRUE,-0.299302633084661,-0.218367607553286,-1.49556910750781,0.620629402294431,0.639527592407651
"fixed_design","RQR","lower",28,TRUE,-0.295398585197455,-0.215242197789616,-1.47938874556817,0.615579533486156,0.633060622745563
"fixed_design","RQR","lower",29,TRUE,-0.291514705196285,-0.211368002278586,-1.46568578207181,0.609762006365674,0.626648682579913
"fixed_design","RQR","lower",30,TRUE,-0.287650937767298,-0.208400660074541,-1.45237590599375,0.604254536976517,0.62029183114046
"fixed_design","RQR","lower",31,TRUE,-0.283807227596637,-0.204620458789344,-1.43678939854228,0.599477148115234,0.613990130698208
"fixed_design","RQR","lower",32,TRUE,-0.279983519370447,-0.201605834996723,-1.42074649335186,0.592480126540492,0.607743646578002
"fixed_design","RQR","lower",33,TRUE,-0.276179757774871,-0.198201190799629,-1.40512525350669,0.587577236283854,0.601552447167902
"fixed_design","RQR","lower",34,TRUE,-0.272395887496055,-0.194816515398836,-1.38997519045654,0.581038171666156,0.595416603925076
"fixed_design","RQR","lower",35,TRUE,-0.268631853220143,-0.191472956104958,-1.37769324092535,0.575207350855554,0.589336191377899
"fixed_design","RQR","lower",36,TRUE,-0.264887599633279,-0.187877017225453,-1.36407475090165,0.570030247258452,0.583311287124005
"fixed_design","RQR","lower",37,TRUE,-0.261163071421607,-0.184741211436106,-1.35039076938627,0.564161745150816,0.577341971823936
"fixed_design","RQR","lower",38,TRUE,-0.257458213271272,-0.181863836688176,-1.33766043423656,0.560156422532586,0.571428329190095
"fixed_design","RQR","lower",39,TRUE,-0.253772969868418,-0.178741484920157,-1.32314887731948,0.556547185181211,0.56557044597063
"fixed_design","RQR","lower",40,TRUE,-0.250107285899189,-0.175809938199151,-1.30912115170066,0.552979562872982,0.559768411927907
"fixed_design","RQR","lower",41,TRUE,-0.24646110604973,-0.1725065518864,-1.29571219419754,0.549027162200258,0.554022319811198
"fixed_design","RQR","lower",42,TRUE,-0.242834375006185,-0.169525904296632,-1.28367631491635,0.547597319425103,0.548332265323177
