"candidate_id","method","DGP","replication","case_role","diagnostic_role","chain","estimand","mean","sd","first_half_mean","second_half_mean","split_shift_in_sd"
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",1,"log_q_1",-2.71763428528784,0.306747021883358,-2.72947099341332,-2.70579757716237,0.0771757003722475
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",1,"mean_width",2.57817434151034,0.152488816642288,2.58446032381514,2.57188835920554,-0.0824451581855191
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",1,"mean_midpoint",1.25585343026962,0.0777255446780584,1.25966169773703,1.25204516280221,-0.0979926865275329
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",1,"mean_upper",2.54494060102479,0.142420591219518,2.5518918596446,2.53798934240498,-0.0976159214097654
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",1,"observed_loss",54.566791639866,4.16466744715577,54.6152432378059,54.5183400419261,-0.0232679312596628
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1",-2.73061959922885,0.319006674329949,-2.72371154030842,-2.73752765814927,-0.0433098080780613
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",2,"mean_width",2.57805753150577,0.15280644340698,2.57560107660721,2.58051398640432,0.0321511952478274
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",2,"mean_midpoint",1.25478873626308,0.0762480413040447,1.25378036228863,1.25579711023754,0.026449832866724
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",2,"mean_upper",2.54381750201597,0.141712762798938,2.54158090059224,2.5460541034397,0.0315652786602245
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",2,"observed_loss",54.7056649065595,4.27056447161944,54.6519691485588,54.7593606645603,0.0251469136492805
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1",-2.70769483325446,0.320565803086475,-2.71211197027724,-2.70327769623168,0.0275583794668614
"joint_ess1_x1","M10","S05",129,"guard","four_chain_sentinel",3,"mean_width",2.56562230739292,0.155634368646436,2.56151642922108,2.56972818556477,0.0527631294752832
